desc,link
Heathered Regular Fit Shorts,https://www.ajio.com/ardeur-heathered-regular-fit-shorts/p/463810930_grey
Barmuda Shorts with Insert Pockets,https://www.ajio.com/netplay-barmuda-shorts-with-insert-pockets/p/441140116_olive
Slim Fit Flat-Front City Shorts,https://www.ajio.com/john-players-slim-fit-flat-front-city-shorts/p/443004829_grey
Typographic Print Shorts with Slip Pockets,https://www.ajio.com/teamspirit-typographic-print-shorts-with-slip-pockets/p/441113672_grey
Core Drawstring Shorts with Side Pockets,https://www.ajio.com/teamspirit-core-drawstring-shorts-with-side-pockets/p/441031717_petrol
Typographic Print Shorts with Drawstring Waistline,https://www.ajio.com/teamspirit-typographic-print-shorts-with-drawstring-waistline/p/441142485_ecru
Cotton Slim Fit Jeans,https://www.ajio.com/u-s-polo-assn-cotton-slim-fit-jeans/p/469279491_black
Mid-Rise Skinny Fit Jeans,https://www.ajio.com/john-players-jeans-mid-rise-skinny-fit-jeans/p/443002562_jetblack
Lightly Washed Slim Fit Jeans,https://www.ajio.com/breakpoint-lightly-washed-slim-fit-jeans/p/420365717_blue
Mid-Wash Slim Fit Jogger Jeans,https://www.ajio.com/breakpoint-mid-wash-slim-fit-jogger-jeans/p/420392918_grey
Lightly Washed Slim Fit Jeans,https://www.ajio.com/breakpoint-lightly-washed-slim-fit-jeans/p/420365726_blue
Lightly Washed Slim Fit Jeans,https://www.ajio.com/breakpoint-lightly-washed-slim-fit-jeans/p/420365722_blue
Lightly Washed Slim Fit Jeans,https://www.ajio.com/the-indian-garage-co-lightly-washed-slim-fit-jeans/p/460789301_blue
Mid-Wash Slim Fit Jeans,https://www.ajio.com/breakpoint-mid-wash-slim-fit-jeans/p/420365734_blue
Washed Slim Fit Jeans,https://www.ajio.com/the-indian-garage-co-washed-slim-fit-jeans/p/469009835_blue
Mid-Wash Slim Fit Jeans,https://www.ajio.com/dnmx-mid-wash-slim-fit-jeans/p/441143732_grey
Light-Wash Skinny Fit Jeans,https://www.ajio.com/john-players-jeans-light-wash-skinny-fit-jeans/p/443000066_mediumblue
Mid-Rise Jeans with Insert Pockets,https://www.ajio.com/bene-kleed-mid-rise-jeans-with-insert-pockets/p/465945586_charcoal
Mid-Wash Carrot Fit Jeans,https://www.ajio.com/breakpoint-mid-wash-carrot-fit-jeans/p/420180385_ltblue
Lightly Washed Slim Fit Jeans,https://www.ajio.com/u-s-polo-assn-lightly-washed-slim-fit-jeans/p/469279492_blue
Highly Washed Carrot Fit Jeans,https://www.ajio.com/breakpoint-highly-washed-carrot-fit-jeans/p/420180386_black
Lightly Washed Slim Fit Jeans,https://www.ajio.com/breakpoint-lightly-washed-slim-fit-jeans/p/420365721_blue
Lightly Washed Tapered Fit Jeans,https://www.ajio.com/breakpoint-lightly-washed-tapered-fit-jeans/p/420180388_blue
Mid-Wash Slim Fit Jeans,https://www.ajio.com/breakpoint-mid-wash-slim-fit-jeans/p/420365736_charcoal
Mid-Wash Slim Fit Jeans,https://www.ajio.com/dnmx-mid-wash-slim-fit-jeans/p/441144164_black
Lightly Washed Skinny Fit Jeans,https://www.ajio.com/dnmx-lightly-washed-skinny-fit-jeans/p/441145396_black
Mid-Wash Slim Fit Jeans,https://www.ajio.com/john-players-jeans-mid-wash-slim-fit-jeans/p/443002296_darkblue
Slim Fit Jeans with Distressing,https://www.ajio.com/the-indian-garage-co-slim-fit-jeans-with-distressing/p/460733302_white
Mid-Rise Skinny Fit Jeans,https://www.ajio.com/snitch-mid-rise-skinny-fit-jeans/p/464267341_black
Mid-Wash Cropped Fit Jeans,https://www.ajio.com/john-players-jeans-mid-wash-cropped-fit-jeans/p/443002302_darkblue
Mid-Rise Slim Fit Jeans,https://www.ajio.com/the-indian-garage-co-mid-rise-slim-fit-jeans/p/460619259_grey
Mid-Rise Tapered Fit Jeans,https://www.ajio.com/lee-cooper-mid-rise-tapered-fit-jeans/p/441245149_black
Lightly Washed Slim Fit Jeans,https://www.ajio.com/breakpoint-lightly-washed-slim-fit-jeans/p/420407680_black
Relaxed Jeans with Insert Pockets,https://www.ajio.com/hj-hasasi-relaxed-jeans-with-insert-pockets/p/462137740_grey
Lightly Washed Slim Fit Jeans,https://www.ajio.com/breakpoint-lightly-washed-slim-fit-jeans/p/420365720_blue
Lightly Washed Slim Fit Jeans,https://www.ajio.com/breakpoint-lightly-washed-slim-fit-jeans/p/420365718_blue
Cropped Fit Jeans,https://www.ajio.com/john-players-jeans-cropped-fit-jeans/p/441148673_indigo
Mid-Wash Slim Fit Jogger Jeans,https://www.ajio.com/breakpoint-mid-wash-slim-fit-jogger-jeans/p/420392921_ltblue
Lightly Washed Slim Fit Jeans,https://www.ajio.com/louis-philippe-lightly-washed-slim-fit-jeans/p/469465097_navy
Lightly Washed Cropped Fit Jeans,https://www.ajio.com/john-players-jeans-lightly-washed-cropped-fit-jeans/p/441148675_jetblack
Heavily-Washed Slim Jeans,https://www.ajio.com/louis-philippe-heavily-washed-slim-jeans/p/469374607_navy
Stretchable Ankle-Length Jeans,https://www.ajio.com/lee-stretchable-ankle-length-jeans/p/466126236_black
Slim Fit Mid-Wash Jeans,https://www.ajio.com/breakpoint-slim-fit-mid-wash-jeans/p/420180421_ltblue
Mid-Rise Slim Jeans,https://www.ajio.com/dais-mid-rise-slim-jeans/p/465380300_black
Cropped Fit Jeans,https://www.ajio.com/john-players-jeans-cropped-fit-jeans/p/441148308_grey
Mid Wash Slim Fit Jeans,https://www.ajio.com/lee-cooper-mid-wash-slim-fit-jeans/p/441297803_denimblue
Lightly Washed Slim Fit Jeans,https://www.ajio.com/lee-lightly-washed-slim-fit-jeans/p/466044420_blue
Mid-Wash Slim Fit Jeans,https://www.ajio.com/xtj-mid-wash-slim-fit-jeans/p/420445360_black
Lightly Washed Skinny Fit Jeans,https://www.ajio.com/buda-jeans-co-lightly-washed-skinny-fit-jeans/p/469157796_lightblue
Mid-Wash Slim Fit Jeans,https://www.ajio.com/u-s-polo-assn-mid-wash-slim-fit-jeans/p/469279413_blue
Slim Fit Mid-Rise Mid-Wash Jeans,https://www.ajio.com/xtj-slim-fit-mid-rise-mid-wash-jeans/p/420433252_blue
Slim Fit Shirt with Patch Pocket,https://www.ajio.com/the-bear-house-slim-fit-shirt-with-patch-pocket/p/463292672_purple
Checked Shirt with Patch Pocket,https://www.ajio.com/campus-sutra-checked-shirt-with-patch-pocket/p/463775643_blue
Cotton Shirt with Patch Pocket,https://www.ajio.com/dillinger-cotton-shirt-with-patch-pocket/p/464795576_grey
Spread Collar Shirt with Patch Pocket,https://www.ajio.com/the-indian-garage-co-spread-collar-shirt-with-patch-pocket/p/469157903_blue
Striped Slim Fit Shirt,https://www.ajio.com/dennislingo-premium-attire-striped-slim-fit-shirt/p/462152986_green
Full Sleeves Slim Fit Shirt,https://www.ajio.com/dennislingo-premium-attire-full-sleeves-slim-fit-shirt/p/462323964_white
Checked Regular Fit Shirt,https://www.ajio.com/campus-sutra-checked-regular-fit-shirt/p/465991442_blue
Shirt with Mandarin Collar,https://www.ajio.com/netplay-shirt-with-mandarin-collar/p/441128206_khaki
Checked Slim Fit Shirt,https://www.ajio.com/the-bear-house-checked-slim-fit-shirt/p/463528872_multi
Shirt with Patch Pocket,https://www.ajio.com/netplay-shirt-with-patch-pocket/p/441127005_khaki
Micro Print Shirt with Patch Pocket,https://www.ajio.com/netplay-micro-print-shirt-with-patch-pocket/p/441127001_seagreen
Full Sleeves Slim Fit Classic Shirt,https://www.ajio.com/dennislingo-premium-attire-full-sleeves-slim-fit-classic-shirt/p/462323964_pink
Slim Fit Shirt with Patch Pocket,https://www.ajio.com/the-bear-house-slim-fit-shirt-with-patch-pocket/p/461170247_white
Checked Slim Fit Shirt with Patch Pocket,https://www.ajio.com/the-indian-garage-co-checked-slim-fit-shirt-with-patch-pocket/p/460698930_green
Washed Denim Slim Fit Shirt with Band Collar,https://www.ajio.com/dennislingo-premium-attire-washed-denim-slim-fit-shirt-with-band-collar/p/461118742_blue
Chain Stitched Slim Fit Shirt with Patch Pocket,https://www.ajio.com/netplay-chain-stitched-slim-fit-shirt-with-patch-pocket/p/441143264_navy
Checked Shirt with Patch Pocket,https://www.ajio.com/the-bear-house-checked-shirt-with-patch-pocket/p/461655541_black
Full Sleeves Slim Fit Shirt,https://www.ajio.com/dennislingo-premium-attire-full-sleeves-slim-fit-shirt/p/462323964_green
Slim Fit Cotton Shirt with Patch Pocket,https://www.ajio.com/ntwk-slim-fit-cotton-shirt-with-patch-pocket/p/420180660_white
Spread Collar Shirt with Patch Pocket,https://www.ajio.com/the-indian-garage-co-spread-collar-shirt-with-patch-pocket/p/469157903_teal
Cotton Shirt with Patch Pocket,https://www.ajio.com/dillinger-cotton-shirt-with-patch-pocket/p/464795292_pink
Cotton Shirt with Patch Pocket,https://www.ajio.com/dillinger-cotton-shirt-with-patch-pocket/p/464795535_maroon
Checked Slim Fit Shirt with Patch Pocket,https://www.ajio.com/the-indian-garage-co-checked-slim-fit-shirt-with-patch-pocket/p/460698917_white
Printed Shirt with Patch Pocket,https://www.ajio.com/breakpoint-printed-shirt-with-patch-pocket/p/420371503_blue
Checked Slim Fit Shirt with Patch Pocket,https://www.ajio.com/netplay-checked-slim-fit-shirt-with-patch-pocket/p/441142088_navy
Checked Slim Fit Shirt,https://www.ajio.com/the-indian-garage-co-checked-slim-fit-shirt/p/460698904_navy
Checked Slim Fit Shirt,https://www.ajio.com/the-indian-garage-co-checked-slim-fit-shirt/p/460698902_navy
Striped Slim Fit Shirt with Patch Pocket,https://www.ajio.com/the-indian-garage-co-striped-slim-fit-shirt-with-patch-pocket/p/460453610_white
Checked Slim Fit Shirt with Patch Pocket,https://www.ajio.com/netplay-checked-slim-fit-shirt-with-patch-pocket/p/441142182_white
Slim Fit Cotton Shirt with Patch Pocket,https://www.ajio.com/netplay-slim-fit-cotton-shirt-with-patch-pocket/p/441146587_blue
Checks Slim Fit Shirt,https://www.ajio.com/the-bear-house-checks-slim-fit-shirt/p/463683909_multi
Solid Slim Fit Shirt,https://www.ajio.com/the-bear-house-solid-slim-fit-shirt/p/463405468_olive
Spread Collar Shirt with Patch Pocket,https://www.ajio.com/the-indian-garage-co-spread-collar-shirt-with-patch-pocket/p/469157903_lilac
Checked Slim Fit Shirt,https://www.ajio.com/the-bear-house-checked-slim-fit-shirt/p/464175602_grey
Checked Slim Fit Shirt with Patch Pocket,https://www.ajio.com/the-indian-garage-co-checked-slim-fit-shirt-with-patch-pocket/p/460698922_blue
Micro Print Shirt with Patch Pocket,https://www.ajio.com/netplay-micro-print-shirt-with-patch-pocket/p/441127001_coral
Checks Slim Fit Shirt,https://www.ajio.com/the-bear-house-checks-slim-fit-shirt/p/464176978_blue
Printed Slim Fit Shirt with Patch Pocket,https://www.ajio.com/the-indian-garage-co-printed-slim-fit-shirt-with-patch-pocket/p/460436284_lightblue
Checked Slim Fit Shirt with Patch Pocket,https://www.ajio.com/louis-philippe-checked-slim-fit-shirt-with-patch-pocket/p/469479526_maroon
Striped Shirt with Curved Hemline,https://www.ajio.com/tistabene-striped-shirt-with-curved-hemline/p/464731117_multi
Slim Fit Shirt with Patch Pocket,https://www.ajio.com/dennislingo-premium-attire-slim-fit-shirt-with-patch-pocket/p/462323964_grey
Checked Slim Fit Shirt,https://www.ajio.com/dennislingo-premium-attire-checked-slim-fit-shirt/p/461119105_blue
Checked Slim Fit Shirt with Patch Pocket,https://www.ajio.com/the-bear-house-checked-slim-fit-shirt-with-patch-pocket/p/463378835_brown
Chain Stitched Slim Fit Shirt with Patch Pocket,https://www.ajio.com/netplay-chain-stitched-slim-fit-shirt-with-patch-pocket/p/441143264_white
Checked Slim Fit Shirt,https://www.ajio.com/the-indian-garage-co-checked-slim-fit-shirt/p/460868127_white
Graphic Printed Oversize Half Sleeve T-shirt,https://www.ajio.com/the-dry-state-graphic-printed-oversize-half-sleeve-t-shirt/p/464184683_white
Striped Round-Neck T-shirt,https://www.ajio.com/teamspirit-striped-round-neck-t-shirt/p/441137206_navy
Striped Crew-Neck T-shirt,https://www.ajio.com/teamspirit-striped-crew-neck-t-shirt/p/441126821_ltblue
Heathered Crew-Neck T-shirt with Embellishments,https://www.ajio.com/fig-heathered-crew-neck-t-shirt-with-embellishments/p/441130530_olive
Floral Print Crew-Neck T-Shirt,https://www.ajio.com/dnmx-floral-print-crew-neck-t-shirt/p/441147610_jetblack
Floral Print Crew-Neck T-Shirt,https://www.ajio.com/dnmx-floral-print-crew-neck-t-shirt/p/443003188_ltpink
Striped Round-Neck T-shirt,https://www.ajio.com/teamspirit-striped-round-neck-t-shirt/p/441137206_red
Typographic Print Crew-Neck T-Shirt,https://www.ajio.com/door74-typographic-print-crew-neck-t-shirt/p/465778533_brown
Typographic Print Crew-Neck T-Shirt,https://www.ajio.com/dnmx-typographic-print-crew-neck-t-shirt/p/443003187_lavender
Ribbed Round-Neck T-shirt,https://www.ajio.com/fig-ribbed-round-neck-t-shirt/p/441147122_wine
Graphic Print Crew-Neck T-Shirt,https://www.ajio.com/dnmx-graphic-print-crew-neck-t-shirt/p/443011158_ltpurple
Typographic Print Crew-Neck T-Shirt,https://www.ajio.com/teamspirit-typographic-print-crew-neck-t-shirt/p/443003439_lavender
Graphic Print Slim Fit Crew-Neck T-shirt,https://www.ajio.com/dnmx-graphic-print-slim-fit-crew-neck-t-shirt/p/441128955_peach
Typographic Print Crew-Neck T-Shirt,https://www.ajio.com/obaan-typographic-print-crew-neck-t-shirt/p/466051006_black
Floral Print Crew-Neck T-Shirt,https://www.ajio.com/dnmx-floral-print-crew-neck-t-shirt/p/441147613_navy
Graphic Print Crew-Neck Oversized T-shirt,https://www.ajio.com/dillinger-graphic-print-crew-neck-oversized-t-shirt/p/463214840_cream
Typographic Print Slim Fit Crew-Neck T-Shirt,https://www.ajio.com/dnmx-typographic-print-slim-fit-crew-neck-t-shirt/p/443011017_lavender
Crew-Neck Training T-Shirt,https://www.ajio.com/performax-crew-neck-training-t-shirt/p/441147534_lilac
Floral Print Slim Fit Round-Neck T-shirt,https://www.ajio.com/dnmx-floral-print-slim-fit-round-neck-t-shirt/p/441137663_olive
Striped Crew-Neck T-shirt,https://www.ajio.com/ausk-striped-crew-neck-t-shirt/p/461478751_maroon
Crew-Neck T-shirt with Lace Panel,https://www.ajio.com/fig-crew-neck-t-shirt-with-lace-panel/p/441134539_ltpink
Fastdry Heathered Crew-Neck T-Shirt,https://www.ajio.com/performax-fastdry-heathered-crew-neck-t-shirt/p/443005184_limegreen
Graphic Print Crew-Neck Oversized T-shirt,https://www.ajio.com/difference-of-opinion-graphic-print-crew-neck-oversized-t-shirt/p/464272305_black
Printed Slim Fit Crew-Neck T-Shirt,https://www.ajio.com/dnmx-printed-slim-fit-crew-neck-t-shirt/p/443003152_rust
Floral Print Crew-Neck T-Shirt,https://www.ajio.com/blue-trend-floral-print-crew-neck-t-shirt/p/420430202_ltblue
Crew-Neck Cotton T-Shirt,https://www.ajio.com/ausk-crew-neck-cotton-t-shirt/p/465788901_green
Typographic Print Slim Fit Crew-Neck T-shirt,https://www.ajio.com/dnmx-typographic-print-slim-fit-crew-neck-t-shirt/p/441140003_jetblack
Heathered Crew-Neck T-shirt,https://www.ajio.com/performax-heathered-crew-neck-t-shirt/p/441145032_rosegold
Pack of 2 Graphic Print Crew Neck T-Shirt,https://www.ajio.com/the-dry-state-pack-of-2-graphic-print-crew-neck-t-shirt/p/465538572_green
Fastdry Heathered Crew-Neck T-Shirt,https://www.ajio.com/performax-fastdry-heathered-crew-neck-t-shirt/p/443005184_jetblack
Striped Crew-Neck T-shirt with Lace Applique,https://www.ajio.com/fig-striped-crew-neck-t-shirt-with-lace-applique/p/441136265_offwhite
Ribbed Crew-Neck T-Shirt,https://www.ajio.com/fig-ribbed-crew-neck-t-shirt/p/441147122_beige
FastDry Crew-Neck T-Shirt with Raglan Sleeves,https://www.ajio.com/performax-fastdry-crew-neck-t-shirt-with-raglan-sleeves/p/441137503_limegreen
Ribbed Round-Neck T-shirt,https://www.ajio.com/fig-ribbed-round-neck-t-shirt/p/441147122_mustard
Logo Print Crew-Neck T-Shirt,https://www.ajio.com/performax-logo-print-crew-neck-t-shirt/p/441137503_olivegreen
Spread Collar Polo T-shirt,https://www.ajio.com/clafoutis-spread-collar-polo-t-shirt/p/463249890_maroon
Typographic Print Crew-Neck T-shirt,https://www.ajio.com/rio-typographic-print-crew-neck-t-shirt/p/441137023_yellow
Schiffli Embroidered Crew-Neck T-shirt,https://www.ajio.com/dj--c-schiffli-embroidered-crew-neck-t-shirt/p/441179880_mustard
Polo T-Shirt with Logo Print,https://www.ajio.com/performax-polo-t-shirt-with-logo-print/p/441149043_maroon
Fastdry Heathered Crew-Neck T-Shirt,https://www.ajio.com/performax-fastdry-heathered-crew-neck-t-shirt/p/443005184_aquablue
Striped V-neck T-shirt,https://www.ajio.com/teamspirit-striped-v-neck-t-shirt/p/441124932_jetblack
Fastdry Heathered Crew-Neck T-Shirt,https://www.ajio.com/performax-fastdry-heathered-crew-neck-t-shirt/p/443005184_maroon
Striped Crew-Neck T-shirt,https://www.ajio.com/teamspirit-striped-crew-neck-t-shirt/p/441126821_pink
Graphic Print Slim Fit Crew-Neck T-shirt,https://www.ajio.com/dnmx-graphic-print-slim-fit-crew-neck-t-shirt/p/441134008_navy
Polo T-Shirt with Placement Logo Print,https://www.ajio.com/performax-polo-t-shirt-with-placement-logo-print/p/441149043_jetblack
Floral Print Fit & Flare Dress with Waist Tie-Up,https://www.ajio.com/tulsattva-floral-print-fit--flare-dress-with-waist-tie-up/p/464852642_cream
Floral Print Fit & Flare Dress,https://www.ajio.com/cottinfab-floral-print-fit--flare-dress/p/464634840_multi
Floral Print Fit & Flare Dress,https://www.ajio.com/keri-perry-floral-print-fit--flare-dress/p/466007054_aqua
Printed Fit & Flare Dress,https://www.ajio.com/masakali-co-printed-fit--flare-dress/p/465443502_green
Floral A-line Dress,https://www.ajio.com/azira-floral-a-line-dress/p/463987207_pink
Floral Print Wrap Dress with Ruffles,https://www.ajio.com/aarke-ritu-kumar-floral-print-wrap-dress-with-ruffles/p/410334285_blue
Floral Print Tiered Dress,https://www.ajio.com/styli-floral-print-tiered-dress/p/465091946_burgundy
Round-Neck A-Line Dress with Insert Pocket,https://www.ajio.com/aask-round-neck-a-line-dress-with-insert-pocket/p/465969611_wine
Square-Neck Gown Dress with Puff Sleeves,https://www.ajio.com/all-ways-you-square-neck-gown-dress-with-puff-sleeves/p/465570229_purple
Floral Print Fit & Flare Dress,https://www.ajio.com/masakali-co-floral-print-fit--flare-dress/p/464497062_pink
Floral Print Fit & Flare Dress,https://www.ajio.com/kotty-floral-print-fit--flare-dress/p/466054270_multi
Off-Shoulder Tiered Dress with Embroidery,https://www.ajio.com/hawt-off-shoulder-tiered-dress-with-embroidery/p/420345985_maroon
Floral Print Fit & Flare Dress with Waist Tie-Up,https://www.ajio.com/tulsattva-floral-print-fit--flare-dress-with-waist-tie-up/p/464852644_cream
Floral Print Round Neck Gown Dress,https://www.ajio.com/kiana-house-of-fashion-floral-print-round-neck-gown-dress/p/462745234_blue
Floral Print Fit & Flare Dress,https://www.ajio.com/masakali-co-floral-print-fit--flare-dress/p/464500189_blue
Lace A-Line Dress with Belt,https://www.ajio.com/fig-lace-a-line-dress-with-belt/p/441149926_ltpink
Printed Fit & Flare Dress with Fabric Belt,https://www.ajio.com/fig-printed-fit--flare-dress-with-fabric-belt/p/441146586_offwhite
Colourblock A-Line Dress with Belt,https://www.ajio.com/aask-colourblock-a-line-dress-with-belt/p/465912297_pink
Floral Print Tiered Dress,https://www.ajio.com/masakali-co-floral-print-tiered-dress/p/465454608_black
Floral Print Tiered Dress,https://www.ajio.com/rare-floral-print-tiered-dress/p/465790742_black
Floral Print Fit & Flare Dress,https://www.ajio.com/wisstler-floral-print-fit--flare-dress/p/464384968_black
V-Neck Fit & Flare Dress,https://www.ajio.com/aayu-all-about-you-v-neck-fit--flare-dress/p/465846019_green
V-Neck Fit & Flare Dress,https://www.ajio.com/tior-v-neck-fit--flare-dress-/p/465410816_burgundy
Striped Round-Neck Empire Dress,https://www.ajio.com/purvaja-striped-round-neck-empire-dress/p/463928195_black
Floral Print Tiered Dress with Criss-Cross Back,https://www.ajio.com/mabish-by-sonal-jain-floral-print-tiered-dress-with-criss-cross-back/p/462336376_white
Printed Fit & Flare Dress with Fabric Belt,https://www.ajio.com/fig-printed-fit--flare-dress-with-fabric-belt/p/441146586_teal
Round-Neck Fit & Flare Dress,https://www.ajio.com/hetvi-creation-round-neck-fit--flare-dress/p/466114041_yellow
Floral Print Fit & Flare Dress,https://www.ajio.com/mabish-by-sonal-jain-floral-print-fit--flare-dress/p/461390819_multi
Colourblock A-Line Dress with Belt,https://www.ajio.com/aask-colourblock-a-line-dress-with-belt/p/465912297_green
Square-Neck Indian Print Tiered Dress,https://www.ajio.com/cottinfab-square-neck-indian-print-tiered-dress-/p/462749327_pink
Button-Down Fit & Flare Dress,https://www.ajio.com/fig-button-down-fit--flare-dress/p/443004172_darkgreen
Printed V-neck Fit & Flare Dress,https://www.ajio.com/divena-printed-v-neck-fit--flare-dress/p/462764832_blue
V-Neck Fit and Flare Dress,https://www.ajio.com/fidoza-v-neck-fit-and-flare-dress/p/466007829_maroon
Striped Shirt Dress with Patch Pocket,https://www.ajio.com/cottinfab-striped-shirt-dress-with-patch-pocket/p/462754791_blue
Printed A-line Dress with Notched Neckline,https://www.ajio.com/azira-printed-a-line-dress-with-notched-neckline/p/463032048_navy
Solid A-line Dress,https://www.ajio.com/winered-solid-a-line-dress/p/464028066_green
Floral Print Fit & Flare Dress,https://www.ajio.com/stylum-floral-print-fit--flare-dress/p/465826756_pink
Panelled A-line Dress with Waist Tie-up,https://www.ajio.com/rare-panelled-a-line-dress-with-waist-tie-up/p/460359016_black
Floral Print Tiered Dress with Criss-Cross Back,https://www.ajio.com/mabish-by-sonal-jain-floral-print-tiered-dress-with-criss-cross-back/p/462336365_blue
Floral Print Fit & Flare Dress,https://www.ajio.com/wisstler-floral-print-fit--flare-dress/p/464384976_navy
Floral Print A-line Dress,https://www.ajio.com/hive-91-floral-print-a-line-dress/p/464442818_multi
Floral Print Fit & Flare with Tie-Up,https://www.ajio.com/mabish-by-sonal-jain-floral-print-fit--flare-with-tie-up/p/461390492_multi
Leaf Print Belted Sheath Dress with Side Slit,https://www.ajio.com/sidyal-leaf-print-belted-sheath-dress-with-side-slit/p/466137593_white
Floral Print Fit & Flare Dress,https://www.ajio.com/fig-floral-print-fit--flare-dress/p/443008918_jetblack
Floral Print A-Line Maxi Dress,https://www.ajio.com/deewa-floral-print-a-line-maxi-dress/p/464333541_green
Running Shorts with Elasticated Waist,https://www.ajio.com/performax-running-shorts-with-elasticated-waist/p/441147689_jetblack
Washed Distressed Denim Shorts,https://www.ajio.com/freehand-washed-distressed-denim-shorts/p/469230968_blue
Solid Cargo Shorts,https://www.ajio.com/popnetic-solid-cargo-shorts/p/463689017_khaki
Pack of 3 Mid-Rise Shorts,https://www.ajio.com/fflirtygo-pack-of-3-mid-rise-shorts-/p/464595726_multi
High Rise City Shorts,https://www.ajio.com/addyvero-high-rise-city-shorts/p/464142107_black
Pack of 4 Printed Shorts,https://www.ajio.com/indiweaves-pack-of-4-printed-shorts/p/465096468_multi
Dolphin Hem Elasticated Waist Shorts,https://www.ajio.com/performax-dolphin-hem-elasticated-waist-shorts/p/441147846_jetblack
Solid A-line Skirt,https://www.ajio.com/addyvero-solid-a-line-skirt/p/464142949_black
Vmi Mariana Mid-Wash Skinny Shorts,https://www.ajio.com/iscenery-by-vero-moda-vmi-mariana-mid-wash-skinny-shorts/p/441297316_darkblue
High-Rise Cargo Shorts,https://www.ajio.com/winered-high-rise-cargo-shorts/p/465582085_white
High-Rise Denim Shorts with Whiskers,https://www.ajio.com/miss-players-high-rise-denim-shorts-with-whiskers/p/441776596_mediumblue
Floral Print Flared Skirt with Belt,https://www.ajio.com/alsace-lorraine-paris-floral-print-flared-skirt-with-belt/p/465907433_green
Logo Print Elasticated Active Shorts,https://www.ajio.com/nike-logo-print-elasticated-active-shorts/p/469431503_red
High-Rise Cargo Shorts,https://www.ajio.com/alsace-lorraine-paris-high-rise-cargo-shorts/p/465007748_olive
Distressed Denim Shorts,https://www.ajio.com/sisney-distressed-denim-shorts/p/464738027_blue
Floral Print Shorts with Lace Trimmed Hem,https://www.ajio.com/encrustd-floral-print-shorts-with-lace-trimmed-hem/p/469455784_multi
Floral Flared Skirt,https://www.ajio.com/neudis-floral-flared-skirt/p/463987181_yellow
Washed Denim Shorts,https://www.ajio.com/rio-washed-denim-shorts/p/443009359_blue
Solid Cargo Shorts,https://www.ajio.com/popnetic-solid-cargo-shorts/p/463648431_black
Solid Flared Skirt,https://www.ajio.com/bitterlime-solid-flared-skirt/p/461067652_black
City Shorts with Elasticated Waistband,https://www.ajio.com/kryptic-city-shorts-with-elasticated-waistband/p/463477629_black
Pencil Skirt with Side Slit,https://www.ajio.com/buynewtrend-pencil-skirt-with-side-slit/p/465928808_black
Striped A-line Skirt,https://www.ajio.com/marie-claire-striped-a-line-skirt/p/463946777_black
Pack of 2 Lace Shorts,https://www.ajio.com/tkeshto-pack-of-2-lace-shorts/p/465303822_multi
High-Waist Running Shorts,https://www.ajio.com/performax-high-waist-running-shorts/p/441147689_darkgrey
Asymmetric Skirt Shorts,https://www.ajio.com/styli-asymmetric-skirt-shorts/p/466132143_beige
Distressed Denim Shorts,https://www.ajio.com/sisney-distressed-denim-shorts/p/464731500_black
Knit Shorts With Elasticated Waistband,https://www.ajio.com/go-colors-knit-shorts-with-elasticated-waistband/p/466117871_black
Straight Skirt with Pockets,https://www.ajio.com/peptrends-straight-skirt-with-pockets/p/461145315_blue
Shorts with Insert Pockets,https://www.ajio.com/door74-shorts-with-insert-pockets/p/461442072_black
High-Rise Denim Shorts,https://www.ajio.com/zheia-high-rise-denim-shorts/p/466087463_black
Bermuda Shorts with Elasticated Waistband,https://www.ajio.com/mack-vimal-bermuda-shorts-with-elasticated-waistband/p/466064701_blue
Houndstooth Print Pencil Skirt,https://www.ajio.com/dream-beauty-fashion-houndstooth-print-pencil-skirt/p/465700546_black
Pleated Flared Skirt with Elasticated Waist,https://www.ajio.com/wisstler-pleated-flared-skirt-with-elasticated-waist/p/465813873_coffee
Schifilli Shorts with Scalloped Hem,https://www.ajio.com/fyre-rose-schifilli-shorts-with-scalloped-hem/p/469172959_pink
Geometric Print High-Rise Shorts,https://www.ajio.com/perfkt-u-geometric-print-high-rise-shorts/p/465945787_purple
A-Line Denim Skirt with Front Slit,https://www.ajio.com/buda-jeans-co-a-line-denim-skirt-with-front-slit/p/469311903_iceblue
Printed Tiered Skirt with Front Slit,https://www.ajio.com/oxxo-printed-tiered-skirt-with-front-slit/p/469291498_multicolor
Solid Wrap Skirt,https://www.ajio.com/popnetic-solid-wrap-skirt/p/463648761_khaki
Pack of 2 Shorts with Elasticated Waist,https://www.ajio.com/blue-tyga-pack-of-2-shorts-with-elasticated-waist/p/464529814_black
City Shorts with Insert Pocket,https://www.ajio.com/winered-city-shorts-with-insert-pocket/p/465582093_olive
Solid Shorts,https://www.ajio.com/leading-lady-solid-shorts/p/461069524_beige
Washed Shorts with Turn-Up Hems,https://www.ajio.com/dnmx-washed-shorts-with-turn-up-hems/p/443007467_ltblue
Pleated Flared Skirt with Dipped Hemline,https://www.ajio.com/gas-pleated-flared-skirt-with-dipped-hemline/p/410279911_0883
Floral Print Skirt with Slits,https://www.ajio.com/fyre-rose-floral-print-skirt-with-slits/p/469172965_black
Denim Bomber Jacket,https://www.ajio.com/buynewtrend-denim-bomber-jacket/p/465929209_blue
